01/22/2015-09:50:16.044577  [**] [1:2009247:3] ET SHELLCODE Rothenburg Shellcode [**] [Classification: Executable code was detected] [Priority: 1] {TCP} 149.171.126.16:80 -> 175.45.176.2:23357
01/22/2015-09:55:47.024422  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.024425  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.024427  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.026430  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.026439  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.027331  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.027338  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.027531  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.027531  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.027536  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.027536  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.047407  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.047416  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.049327  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.049336  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.049531  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.049531  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.049535  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.049535  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.059400  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.059406  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.060394  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.060406  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.060644  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.060644  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.060649  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.060649  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.070403  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.070413  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.072394  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.072404  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.072646  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.072646  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.072651  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.072651  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.081407  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.081414  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.082376  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.082386  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.082587  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.082587  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.082591  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.082591  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.093437  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.093447  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.094394  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.094406  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.094645  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.094645  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.094650  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.094650  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.104429  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.104433  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.105325  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.105334  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.105537  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.105537  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.105541  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.105541  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.116394  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.116404  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.117398  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.117410  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.117658  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.117658  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.117662  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.117662  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.127371  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.127373  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.128326  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.128331  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.129217  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.129217  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.129218  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.129218  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.142402  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.142408  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.145397  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.145409  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.145646  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.145646  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.145650  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.145650  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.150371  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.150375  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.150378  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.150380  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.152353  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.152355  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.154358  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.154368  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.154583  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.154583  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
